"u_ci_id","name","u_alias","short_description","support_group","managed_by_group","u_product_owners","parent","u_service_team","u_problem_owner_group","u_problem_manager_group","u_service_executive","owned_by","managed_by","change_control","assignment_group","u_product_owner_exe","manufacturer","assigned_to","sys_domain","comments","busines_criticality","sys_class_name","consumer_type","sys_created_by","u_revenue_impact","supported_by","sys_updated_by"
"BSN0003211","Adobe Experience Manager - Luxury Microsite","AEM","Luxury Microsite pages are served by the Phoenix platform. The microsite showcases Marriott's luxury products, services and experiences.","LUX-MICROSITE-PHX-Support","","","","Application Production Support","LUX-MICROSITE-PHX-PROB","ProblemManager_APS-PROB","Saurabh Narula","Samantha Baxter","Saurabh Narula","LUX-MICROSITE-PHX-APPRV","","","","Samantha Baxter","global","","Tier 2","Calculated Application Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002325","HFS-Endeca","HFS","HFS Endeca - Hotel facts Sheet is available for Empower res app team to meet demand.  https://confluence.marriott.com/pages/viewpage.action?spaceKey=ADCP&title=2.+Hotel+Fact+Sheet

Service Map Status = New","Digital-IT-L3-Content-Support","Digital-IT-L3-Content-Support","","","Application Production Support","ProblemManager_APS-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Business Service","Internal","ijess202","None","PADMA NEELAGARU","rcamp253"
"BSN0002587","Commerce Sales Adapters","Commerce Sales Adapters","This is for production environment.
This service is for Commerce Sales Adapters production environment.
•Purpose of MGP Corporate Sales Adaptors is to support the integration between Centralized Travel Agency Commission Payment System (CTAC) and Consolidated Inventory (CI) with the Travel Innovation Platform (TIP), streamlining the sales process and improving the travel agent experience.
•Objective of the project is to develop Adapter services for sales (CTAC and CI) adaptor services inline with Marriott Growth platform (MGP) program. These services will  Pub/Sub the data from event hub and vice versa in required format for core application processing so that sales applications could realize ACRS capabilities in the future state.
Name Space details:


Service Map Status = NA

APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = NA
Service Map Status = NA","Commerce-Sales-Adapters-Dev","Commerce-Sales-Adapters-Dev","","","Application Production Support","Commerce-Sales-Adapters-PROB","ProblemManager_APS-PROB","Mohit Manchanda","Gopi Krishna Meka","Gopi Krishna Meka","Commerce-Sales-Adapters-APPRV","","","","Uthpala Inamanamelluri","global","","Tier 4","Business Service","Internal","snair009","None","PADMA NEELAGARU","rcamp253"
"BSN0001987","Adobe Experience Manager - The Ritz-Carlton ","TRC - AEM","The Ritz-Carlton hosted on AEM
The objective of this project is to migrate The Ritz-Carlton web application from legacy Adobe Experience Manager instance to Enterprise Adobe Experience Manager instance on the AEM platform. This release will be a Dark Launch.
https://confluence.marriott.com/display/RITZ/RitzCarlton.com
................................................................................................................................................................................................
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Padma Neelagaru
B2B Status = In Progress
Simple Dependency Status = In Progress
Service Map Status = NA
Validated = 
VBy = ","TRC-AEM-Support","","","Adobe Experience Manager - Platform","Application Production Support","","ProblemManager_APS-PROB","Robin Thiessen","Saurabh Narula","Samantha Baxter","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","","Tier 2","Business Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002135","Loyalty - Financial","","Loyalty M&A - Onboarding new brand to Loyalty system. Marriott International acquired City Express Brand and project go live date is TBD CE is not on Marriott standard PMS therefore the stays are to be processed as non-standard / manual.  Normally this means hotel are given mainframe access to key in every single stays. CE is unable to do that because some of properties have over thousands of rooms, it is manual intensive for someone to key in over a thousand of stays each day. This mini project is to find a quick way to automate the manual process of stays from CE for short term until Loyalty is complete with its enhancement and modernization of stays process, in approx. 6 months.

loyaltyrewards-prod1

MRW

Service Map Status = Waiting on Customer","Incident-Mgmt-Consumer-Analytics-L2-Support","Loyalty-IT-L3-Support","","Loyalty - Financial","Application Production Support","Loyalty-IT-L3-PROB","ProblemManager_APS-PROB","Konda Yeduguri","Jeffrey Ecott","Peter Gullo","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","James Overton Jr.","global","","Tier 2","Calculated Application Service","Internal","ijess202","Revenue Generating","Robert Campbell","rcamp253"
"CI057761097","UGI-CIAM-OpenIDMSync","DO NOT USE","Child to UGI Consumer Identity Access Management
Maintains credentials to provide access for Bonvoy Rewards members to their profiles to manage their hotel bookings.

https://confluence.marriott.com/pages/viewpage.action?pageId=166070663
================================================================
EAA Master ID = 305
Original 70 = No
Original 70 ID = 68
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Data & Personalization
APS-Config-TM = Robert Campbell
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = NA
Validated = 
VBy = BUILD TEAM (L3 TEAM)","IncidentMgmt-Digital-L2-Support","","","UGI Consumer Identity Access Management","Application Production Support","UGI-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Business Service","","hmcon148","Revenue Generating","Robert Campbell","rcamp253"
"CI058679879","UGI-Profile Services Node 2","DO NOT USE","Child to UGI-Profile Services (PS)
Ability to manage and govern a consumer's identity, access and consent controls, identity storage, tracking, and reporting.

Identity Administration
Access Control
Identity Repository & Directory Services
Audit & Compliance
Consent Management 
Manage Consumer Identity Data Based on Regional or Country Specific Rules


https://confluence.marriott.com/pages/viewpage.action?pageId=166070663
================================================================
EAA Master ID = 14
Original 70 = No
Original 70 ID = 69
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Data & Personalization
APS-Config-TM = Robert Campbell
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = NA
Validated = 
VBy = BUILD TEAM (L3 TEAM)","UGI-PS-Support","","","UGI-Profile Service","Application Production Support","UGI-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 2","Business Service","","ezhai301","Revenue Generating","Robert Campbell","rcamp253"
"BSN0002931","Opera Cloud","PMS","Service Map Status = NA","Opera-Cloud-Support-US-CAN","Opera-Cloud-Support-US-CAN","","","Application Production Support","Opera-Cloud-PROB","ProblemManager_APS-PROB","Syed Asad","Paula Scheiner","Paula Scheiner","Opera-Cloud-APPRV","","","","","global","","Tier 1","Business Service","Internal","pgarg688","Revenue Generating","Robert Campbell","rcamp253"
"CI060343685","Loyalty - Internal Apps","DO NOT USE","*****************************************************************************
************************* DO NOT USE ************************************
*****************************************************************************

Child to Marriott Bonvoy 
Marriott Bonvoy drives revenue, stays and events at hotels worldwide. At the same time, it helps grow customer loyalty through personal recognition, benefits and rewards for staying with us. Loyalty offers huge business potential for our hotels and is one of our most important marketing strategies.

https://confluence.marriott.com/display/IM/Marriott+Rewards
================================================================
EAA Master ID = 124
Original 70 = No
Original 70 ID = NA
Top 25 = Yes
Business Domain = Marketing & Loyalty
Service Map Status = Not Started
","Incident-Mgmt-Consumer-Analytics-L2-Support","Loyalty-IT-L3-Support","","","Application Production Support","Loyalty-IT-L3-PROB","ProblemManager_APS-PROB","Konda Yeduguri","Jeffrey Ecott","Peter Gullo","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","James Overton Jr.","global","MAP","Tier 2","Business Service","","ezhai301","Revenue Generating","Robert Campbell","rcamp253"
"CI000007964","Global Locator","Locator","Global locator feeds Marriott.com city center latitude and longitude information that is used by Marriott.com to calculate the distances from city center to hotel.
Global Locator daily feeds MARSHA the hotel to hotel distances for the cross sell information.
System storing geographical data related to Marriott hotels, cities and points of interest

Documentation:
https://confluence.marriott.com/display/IM/*Global+Locator

================================================================
EAA Master ID = 182
Original 70 = Yes
Original 70 ID = 25
Top 25 = No
Revenue Generating = No
Business Domain = Global Operations
APS-Config-TM = Padma Neelagaru
B2B Status = Not Started
Simple Dependency Status = Not Started
Service Map Status = Completed
Validated = 20200210
VBy = Panchappa bavalatti, Savita (SP) <Savita.PanchappaBavalatti@marriott-sp.com>","IncidentMgmt-GlobalOperations-L2-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","MAP                                  
Details updated as per RITM004282655","Tier 1","Business Service","","kabinaya","None","PADMA NEELAGARU","rcamp253"
"CI053865350","Modern Data Platform","MDP","The Modern Data Platform provides quality data, advanced analytics, and automation so as to personalize the guest journey to deliver a differentiated experience that deepens and expands engagement.  Guide development of products, services, and partnerships to inspire and reward loyalty and increase share of wallet.  Reach existing and convert new guests, while increasing the frequency of engagement with our existing customer base while protecting our customers' privacy and secure our data.

Read more....  
https://confluence.marriott.com/display/IM/MDP+-+Modern+%28Cloud%29+Data+Platform
========================================================================================================
EAA Master ID = 300
Original 70 = Yes
Original 70 ID = 11
Top 25 = Yes
Business Domain = Data & Personalization
Service Map Status = Waiting on Customer
","CDP-Infra-Support-Cloud-Data-Platform-Support-AMER","L3-MDP-Application-Operations","","Modern Data Platform","Application Production Support","DataWarehouseApps-PROB","ProblemManager_APS-PROB","David De Seve","Pavan Kadigari","Peter Gullo","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","","global","MAP","Tier 2","Business Service","","ezhai301","None","Robert Campbell","rcamp253"
"CI001728759","MTI","Marriott Translation Integrator","The Marriott Translation Integrator (MTI) is used for the translations of languages. The basic goal to use thi application is to build integration between WEM and translation.com. It helps in achieving multi-lingual  WEM using OMNI channel content.

Read More : https://confluence.marriott.com/display/IM/MTI
================================================================
EAA Master ID = 85
Original 70 = Yes
Original 70 ID = 52
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Web / M.com
APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = Completed
Validated = 2020117
VBy = Data-L3-Support-DigitContent","IncidentMgmt-Digital-L2-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","MAP                              
Updated details as per RITM004282638","2 - somewhat critical","Business Service","","qdtra087","Revenue Generating","PADMA NEELAGARU","rcamp253"
